"Title","Original Author","Type","Uniform Title","Translation Title","Full Translation Title","Series/Journal","Publication Year","Place of Publication","Publisher","Pagination","Princeton Call Number","URL","Edition","Notes","Translator","Original Language","ISBN","Translation Language","Genre","Century","Additional Information"
"Anonyme Metaphrase zu Anna Komnene, Alexias XI-XIII ","Comnena, Anna, b. 1083","Book","Alexiad. Book 11-13","Anonyme Metaphrase zu Anna Komnene, Alexias XI-XIII ","Anonyme Metaphrase zu Anna Komnene, Alexias XI-XIII : ein Beitrag zur Erschliessung der byzantinischen Umgangssprache","Wiener byzantinistische Studien","1981","Wien","Verlag der Österreichischen Akademie der Wissenchaften","263","","","","24 cm. Text in Classical Greek and Modern Greek./ ""Vorgelegt von w. M. Herbert Hunger in der Sitzung am 23. April 1980""--T.p. verso./ Errata slip inserted./ Includes bibliographical references and indexes. Herbert Hunger.
","Hunger, Herbert","Greek","370010376X | 9783700103769","German","History","12th",""
"Briefe","Demetrius Cydones, ca. 1324-ca. 1398","Book","Epistolae","Briefe","Briefe","Bibliothek der griechischen Literatur 12 . Abteilung Byzantinistik","1981","Stuttgart","Hiersemann","","","","","24 cm. 4. Teil. (108 Briefe, Register) --. Translated from the Greek./ Includes indexes./ Bibliography: v. 1, pt. 1, p. 287-299. Demetrios Kydones ; übersetzt und erläutert von Franz Tinnefeld.
","Tinnefeld, Franz Hermann","Greek","3777281204 | 9783777281209 | 3777203157 | 9783777203157","German","Letters","14th",""
"Byzantinische Fürstenspiegel ","Agapētos|Theophylactus, of Ochrida, Archbishop of Ochrida, ca. 1050-ca. 1108|Thōmas, Magistros, fl. 1310-1327","Book","","Byzantinische Fürstenspiegel ","Byzantinische Fürstenspiegel : Agapetos, Theophylakt von Ochrid, Thomas Magister übersetzt und erläutert von Wilhelm Blum","Bibliothek der griechischen Literatur 14. Abteilung Byzantinistik","1981","Stuttgart","Hiersemann","v, 205","","","","Includes texts translated from Greek. Includes indexes. Bibliography: p. 194-195.
","Blum, Wilhelm","Greek","3777281328","German","Politics and government","6th|11th|12th|14th",""
"Codex Upsaliensis Graecus 28 ","","Book","","Codex Upsaliensis Graecus 28 ","Codex Upsaliensis Graecus 28 : Geschichte und Beschreibung der Handschrift nebst einer Nachlese von Texten, eine Gemeinschaftsarbeit von Mitgliedern des Byzantinisch-Neugriechischen Seminars an der Freien Universität Berlin unter Leitung von Gustav H. Karlsson","Bibliotheca Ekmaniana Universitatis Upsaliensis 69","1981","Stockholm","Distributed by Almqvist & Wiksell International","95","","","","Some text in Greek with German translation. Includes bibliographical references.
","Karlsson, Gustav H.","Greek","9185092118","German","","",""
"Das Register des Patriarchats von Konstantinopel","Patriarch of Constantinople","Book","","Das Register des Patriarchats von Konstantinopel","Das Register des Patriarchats von Konstantinopel","Corpus fontium historiae Byzantinae 19. Series Vindobonensis","1981","Wien","Verlag der Österreichischen Akademie der Wissenschaften","v.","","","","herausgegeben von Herbert Hunger und Otto Kresten, unter Mitarbeit von Carolina Cupane ... [et al.]. Verlag der Österreichischen Akademie der Wissenschaften. T. 2 accompanied by a separately issued ""Indices.""  Text in German and Greek.  Contents: 1. T. Edition und Übersetzungen der Urkunden aus den Jahren 1315-1331 -- 2. T. Edition und Übersetzungen der Urkunden aus den Jahren 1337-1350 -- T. 3. Edition und Übersetzung der Urkunden aus den Jahren 1350-1363 / herausgegeben von J. Koder, M. Hinterberger und O. Kresten.
","Hunger, Herbert|Kresten, Otto|Koder, Johannes|Hinterberger, Martin","Greek","3700104049 | 3700121229 | 3700128843","German","History|Church history","14th",""
"Das Strategikon des Maurikios","Maurice, Emperor of the East, 539-602","Book","","Das Strategikon des Maurikios","Das Strategikon des Maurikios","Corpus fontium historiae Byzantinae. Series Vindobonensis 17","1981","Wien","Verlag der Österreichischen Akademie der Wissenschaften","557 p.","","","","Einführung, Edition und Indices von George T. Dennis, Übersetzung von Ernst Gamillscheg.
","Gamillscheg, Ernst","Greek","3700104030|9783700104032","German","Military","6th",""
"Die anakreontischen Gedichte Nr. 19 und Nr. 20 des Patriarchen Sophronius von Jerusalem Herbert Donner","Sophronius, Saint, Patriarch of Jerusalem, ca. 560-ca. 638","Book","","Die anakreontischen Gedichte Nr. 19 und Nr. 20 des Patriarchen Sophronius von Jerusalem Herbert Donner","Die anakreontischen Gedichte Nr. 19 und Nr. 20 des Patriarchen Sophronius von Jerusalem Herbert Donner","Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Philosophisch-Historische Klasse ; Jahrg. 1981, 10","1981","Heidelberg","C. Winter","64","","","","Vorgelegt am 28. November 1981. Sophronius' poems in Greek with German translation. Includes bibliographical references.
","Donner, Herbert","Greek","3533030938","German","Poems","6th|7th",""
"Die syrische Überlieferung der Schriften des Makarios herausgegeben von Werner Strothmann","Macarius, the Egyptian, Saint, 4th cent.|Symeon, of Mesopotamia, 4th cent.","Book","","Die syrische Überlieferung der Schriften des Makarios herausgegeben von Werner Strothmann","Die syrische Überlieferung der Schriften des Makarios herausgegeben von Werner Strothmann","Göttinger Orientforschungen. Reihe 1 Syriaca 21","1981","Wiesbaden","Harrassowitz","2 v.","","","","Der syrische Text ist eine Übersetzung aus dem Griechischen, die deutsche Übersetzung des syrisches Textes demnach die Übersetzung einer Übersetzung--Vol. 2, introd. Homilies and letters variously ascribed to Macarius, the Egyptian and Symeon, of Mesopotamia. Includes bibliographical references and index.
","Strothmann, Werner","Syriac","3447021691","German","Sermons","4th",""
"Vom Bauernhof auf den Kaiserthron ","Constantine VII Porphyrogenitus, Emperor of the East, 905-959","Book","Historikē diēgēsis tou viou kai tōn praxeōn Vasileiou tou aoidimou Vasileōs. Book 5","Vom Bauernhof auf den Kaiserthron ","Vom Bauernhof auf den Kaiserthron : Leben des Kaisers Basileios I., des Begründers der Makedonischen Dynastie","Byzantinische Geschichtsschreiber","1981","Graz","Styria","191","","","","19 cm. Translation of: Historikē diēgēsis tou viou kai tōn praxeōn Vasileiou tou aoidimou Vasileōs./ Includes bibliographical references and indexes. beschrieben von seinem Enkel, dem Kaiser Konstantinos VII. Porphyrogennetos ; übersetzt, eingeleitet und erklärt von Leopold Breyer.
","Breyer, Leopold","Greek","3222102929 | 9783222102929","German","History","10th",""
"Miscellaneous writings","Nikolaos I, Mystikos, Saint, Patriarch of Constantinople, 852-925.","Book","","Miscellaneous writings","Miscellaneous writings","Corpus fontium historiae Byzantinae 20. Dumbarton Oaks texts 6","1981","Washington, D.C.","Dumbarton Oaks Center for Byzantine Studies Trustees for Harvard University","xxiv, 175","","","","Nicholas I, Patriarch of Constantinople ; Greek text and English translation by L.G. Westerink. Dumbarton Oaks Center for Byzantine Studies, Trustees for Harvard University. English and Greek on opposite pages.
","Westerink, Leendert Gerrit","Greek","884020894","English","Theology","9th|10th",""
"On the incarnation ","Athanasius, Saint, Patriarch of Alexandria, d. 373","Book","De incarnatione","On the incarnation ","On the incarnation : the treatise De incarnatione Verbi Dei by St. Athanasius, translated and edited by Penelope Lawson, with a forword by Walter Hooper, introduction by C.S. Lewis","","1981","New York","Macmillan","xxxiii, 91","","","1st Macmillan paperbacks","Translation of: De incarnatione. Includes bibliographical references.
","Lawson, Penelope","Greek","20832001","English","Theology","4th",""
"On the movement and progression of animals, Aristotle and Michael of Ephesus ","Aristotle|Michael, of Ephesus","Book","De motu animalium","On the movement and progression of animals, Aristotle and Michael of Ephesus ","On the movement and progression of animals, Aristotle and Michael of Ephesus : translated, with introduction and notes by Anthony Preus","Studien und Materialen zur Geschichte der Philosophie Bd. 22","1981","Hildesheim ; New York","G. Olms","209","","","","Aristotle, De motu animalium and De incessu animalium; Michael, Commentaria in De motu et in De incessu animalium. Includes indexes. Bibliography: p. [189]-200.
","Preus, Anthony","Greek","3487070731","English","Science|Animals","11th|12th",""
"St. Theodore the Studite on the holy icons","Theodore, Studites, Saint, 759-826","Book","","St. Theodore the Studite on the holy icons : translated by Catharine P. Roth","St. Theodore the Studite on the holy icons : translated by Catharine P. Roth","","1981","Crestwood, N.Y.","St. Vladimir's Seminary Press","115","","","","Translated from the original Greek. Bibliography: p. 115.
","Roth, Catharine P.","Greek","913836761","English","Iconoclasm","8th|9th",""
"The ecclesiastical hierarchy ","Pseudo-Dionysius, the Areopagite","Book","Ecclesiastical hierarchy","The ecclesiastical hierarchy ","The ecclesiastical hierarchy : translated and annotated by Thomas L. Campbell","","1981","Washington, D.C.","University Press of America","v, 230","","","","Translation made from Corderius' Greek text. Originally presented as Thomas L. Campbell's thesis (S.T.D.)--Catholic University of America, 1955. Bibliography: p. 215-230.
","Campbell, Thomas L.","Greek","819117986 | 819117994","English","Theology|Mysticism","5th|6th",""
"The fragmentary classicising historians of the later Roman Empire ","Priscus, 5th cent.|Olympiodorus, ca. 380-ca. 425|Eunapius, ca. 345-ca. 420|Malchus","Book","","The fragmentary classicising historians of the later Roman Empire ","The fragmentary classicising historians of the later Roman Empire : Eunapius, Olympiodorus, Priscus, and Malchus","ARCA classical and medieval texts papers and monographs 6, 10","1981","Liverpool, Great Britain","F. Cairns","","","","","23 cm. v. 1. [without special title] -- v. 2. Text, translation, and historiographical notes. Vol. 2 in Greek and Latin with parallel English translation, and supplementary text in English./ Includes bibliographies and indexes. R.C. Blockley.
","Blockley, R. C.","Greek","905205073 | 9780905205076 | 905205154 | 9780905205151","English","History","4th|5th",""
"The lives of the Desert Fathers ","","Book","Historia monachorum in Aegypto","The lives of the Desert Fathers ","The lives of the Desert Fathers : the Historia monachorum in aegypto translated by Norman Russell, introduction by Benedicta Ward","Cistercian studies series 34","1981","London Kalamazoo, Mich.","Mowbray ; Cistercian","viii, 181","","","","Includes indexes. Bibliography: p. [162]-164.
","Russell, Norman","Greek","879078340 | 879079347","English","Monasticism","4th",""
"Two poems by Theodore Metochites","Metochites, Theodoros, d. 1332","Journal Article","","Two poems by Theodore Metochites","Two poems by Theodore Metochites","Greek Orthodox theological review 16, 1-46","1981","","","","","","","Translation of poems 3 and 4.
","Featherstone, Jeffrey|Ševčenko, Ihor","Greek","","English","Poems","14th",""
"Basilikoi logoi inédits de Michel Psellos","Psellus, Michael","Journal Article","","Basilikoi logoi inédits de Michel Psellos","Basilikoi logoi inédits de Michel Psellos","Siculorum Gymnasium: Rassegna della facoltà di lettere e filosofia dell'Università di Catania, : n.s.33:2, 717-771 ","1981","","","","","","","","Gautier, Paul","Greek","","French","Speeches","11th",""
"Homélies sur Ozias ","John Chrysostom, Saint, d. 407","Book","In illud, vidi Dominum","Homélies sur Ozias ","Homélies sur Ozias : in illud vidi Dominum Jean Chrysostome, introduction, texte critique, traduction et notes par Jean Dumortier","Sources chrétiennes 277","1981","Paris","Éditions du Cerf","242","","","","Text in Greek and French on opposite pages; editorial matter in French. Includes bibliographical references and index.
","Dumortier, Jean","Greek","220401687X","French","Sermons","4th|5th",""
"L'homélie pseudo-chrysostomienne sur la Transfiguration CPG 4724, BHG 1975 ","John Chrysostom, Saint, d. 407","Book","","L'homélie pseudo-chrysostomienne sur la Transfiguration CPG 4724, BHG 1975 ","L'homélie pseudo-chrysostomienne sur la Transfiguration CPG 4724, BHG 1975 : contextes liturgiques, restitution à Léonce, prêtre de Constantinople, édition critique et commentée, traduction et études connexes Maurice Sachot","Europäische Hochschulschriften. Reihe XXIII Theologie 151","1981","Frankfurt am Main ; Bern","P.D. Lang","554","","","","Greek text and French translation on opposite pages: p. [290]-329. Includes indexes. Bibliography: p. [527]-548.
","Sachot, Maurice","Greek","3820458522","French","Sermons","4th|5th",""
"L'homélie pseudo-chrysostomienne sur la Transfiguration CPG 4724, BHG 1975 ","John Chrysostom, Saint, d. 407","Book","","L'homélie pseudo-chrysostomienne sur la Transfiguration CPG 4724, BHG 1975 ","L'homélie pseudo-chrysostomienne sur la Transfiguration CPG 4724, BHG 1975 : contextes liturgiques, restitution à Léonce, prêtre de Constantinople, édition critique et commentée, traduction et études connexes Maurice Sachot","Europäische Hochschulschriften. Reihe XXIII Theologie 151","1981","Frankfurt am Main ; Bern","P.D. Lang","554","","","","Greek text and French translation on opposite pages: p. [290]-329. Includes indexes. Bibliography: p. [527]-548.
","Sachot, Maurice","Greek","3820458522","French","Sermons","4th|5th",""
"La défense de Lazare de Philippoupolis par Michel Psellos","Psellus, Michael","Journal Article","","La défense de Lazare de Philippoupolis par Michel Psellos","La défense de Lazare de Philippoupolis par Michel Psellos","Travaux et mémoires 8, 151-169","1981","","","","","","","","Gautier, Paul","Greek","","French","Speeches","11th",""
"La diataxis de Michel Attaliate","Attaleiatēs, Michaēl, 11th cent.","Journal Article","","La diataxis de Michel Attaliate","La diataxis de Michel Attaliate","Revue des études byzantines 39, 5-143","1981","","","","","","","","Gautier, Paul","Greek","","French","Monasticism","11th",""
"Le ‘Commentaire sur les Psaumes’ de Nicétas David (début du 10e siècle)","Nicetas, the Paphlagonian, 10th cent.","Journal Article","","Le ‘Commentaire sur les Psaumes’ de Nicétas David (début du 10e siècle)","Le ‘Commentaire sur les Psaumes’ de Nicétas David (début du 10e siècle)","Revue des études byzantines 39, 251-300","1981","","","","","","","","Dorival, Gilles","Greek","","French","Biblical commentaries","10th",""
"Novelle de Tibère II sur les ‘maisons divines’","Tiberios II, Emperor of the East, 578-582","Journal Article","","Novelle de Tibère II sur les ‘maisons divines’","Novelle de Tibère II sur les ‘maisons divines’","Travaux et mémoires 8, 237-245","1981","","","","","","","","Kaplan, Michel","Greek","","French","Politics and government|Law","6th",""
